MANDT [C(00006)]`SPRAS [C(00002)]`KVEWE [C(00002)]`KAPPL [C(00004)]`KALSM [C(00012)]`STUNR [C(00006)]`ZAEHK [C(00006)]`VTEXT [C(00060)]
400`  E`  A`  `  A61007`  200`  000`
400`  E`  A`  KA`  5910PC`  300`  000`  Production overhead
400`  E`  A`  KA`  5910PP`  100`  000`  Material
400`  E`  A`  KA`  5910PP`  109`  000`  Material overhead
400`  E`  A`  KA`  5910PP`  200`  000`  Production
400`  E`  A`  KA`  5910PP`  209`  000`  Production overhead
400`  E`  A`  KA`  5910PP`  300`  000`  Costs of goods manufactured
400`  E`  A`  KA`  5910PP`  305`  000`  Admininistration ovh
400`  E`  A`  KA`  5910PP`  306`  000`  Sales overhead
400`  E`  A`  KA`  6110PC`  100`  000`  Material
400`  E`  A`  KA`  6110PC`  109`  000`  Material overhead
400`  E`  A`  KA`  6110PC`  200`  000`  Production
400`  E`  A`  KA`  6110PC`  209`  000`  Production overhead
400`  E`  A`  KA`  6110PC`  300`  000`  Production overhead
400`  E`  A`  KA`  6110PP`  100`  000`  Material
400`  E`  A`  KA`  6110PP`  109`  000`  Material overhead
400`  E`  A`  KA`  6110PP`  200`  000`  Production
400`  E`  A`  KA`  6110PP`  209`  000`  Production overhead
400`  E`  A`  KA`  6110PP`  300`  000`  Costs of goods manufactured
400`  E`  A`  KA`  6110PP`  305`  000`  Admininistration ovh
400`  E`  A`  KA`  6110PP`  306`  000`  Sales overhead
400`  E`  A`  KA`  6210PC`  100`  000`  Material
400`  E`  A`  KA`  6210PC`  109`  000`  Material overhead
400`  E`  A`  KA`  6210PC`  200`  000`  Production
400`  E`  A`  KA`  6210PC`  209`  000`  Production overhead
400`  E`  A`  KA`  6210PC`  300`  000`  Production overhead
400`  E`  A`  KA`  6210PP`  100`  000`  Material
400`  E`  A`  KA`  6210PP`  109`  000`  Material overhead
400`  E`  A`  KA`  6210PP`  200`  000`  Production
400`  E`  A`  KA`  6210PP`  209`  000`  Production overhead
400`  E`  A`  KA`  6210PP`  300`  000`  Costs of goods manufactured
400`  E`  A`  KA`  6210PP`  305`  000`  Admininistration ovh
400`  E`  A`  KA`  6210PP`  306`  000`  Sales overhead
400`  E`  A`  KA`  6310PC`  100`  000`  Material
400`  E`  A`  KA`  6310PC`  109`  000`  Material overhead
400`  E`  A`  KA`  6310PC`  200`  000`  Production
400`  E`  A`  KA`  6310PC`  209`  000`  Production overhead
400`  E`  A`  KA`  6310PC`  300`  000`  Production overhead
400`  E`  A`  KA`  6310PP`  100`  000`  Material
400`  E`  A`  KA`  6310PP`  109`  000`  Material overhead
400`  E`  A`  KA`  6310PP`  200`  000`  Production
400`  E`  A`  KA`  6310PP`  209`  000`  Production overhead
400`  E`  A`  KA`  6310PP`  300`  000`  Costs of goods manufactured
400`  E`  A`  KA`  6310PP`  305`  000`  Admininistration ovh
400`  E`  A`  KA`  6310PP`  306`  000`  Sales overhead
400`  E`  A`  KA`  6410PC`  100`  000`  Material
400`  E`  A`  KA`  6410PC`  109`  000`  Material overhead
400`  E`  A`  KA`  6410PC`  200`  000`  Production
400`  E`  A`  KA`  6410PC`  209`  000`  Production overhead
400`  E`  A`  KA`  6410PC`  300`  000`  Production overhead
400`  E`  A`  KA`  6410PP`  100`  000`  Material
400`  E`  A`  KA`  6410PP`  109`  000`  Material overhead
400`  E`  A`  KA`  6410PP`  200`  000`  Production
400`  E`  A`  KA`  6410PP`  209`  000`  Production overhead
400`  E`  A`  KA`  6410PP`  300`  000`  Costs of goods manufactured
400`  E`  A`  KA`  6410PP`  305`  000`  Admininistration ovh
400`  E`  A`  KA`  6410PP`  306`  000`  Sales overhead
400`  E`  A`  KA`  6810PC`  100`  000`  Material
400`  E`  A`  KA`  6810PC`  109`  000`  Material overhead
400`  E`  A`  KA`  6810PC`  200`  000`  Production
400`  E`  A`  KA`  6810PC`  209`  000`  Production overhead
400`  E`  A`  KA`  6810PC`  300`  000`  Production overhead
400`  E`  A`  KA`  6810PP`  100`  000`  Material
400`  E`  A`  KA`  6810PP`  109`  000`  Material overhead
400`  E`  A`  KA`  6810PP`  200`  000`  Production
400`  E`  A`  KA`  6810PP`  209`  000`  Production overhead
400`  E`  A`  KA`  6810PP`  300`  000`  Costs of goods manufactured
400`  E`  A`  KA`  6810PP`  305`  000`  Admininistration ovh
400`  E`  A`  KA`  6810PP`  306`  000`  Sales overhead
400`  E`  A`  KA`  6910PC`  100`  000`  Material
400`  E`  A`  KA`  6910PC`  109`  000`  Material overhead
400`  E`  A`  KA`  6910PC`  200`  000`  Production
400`  E`  A`  KA`  6910PC`  209`  000`  Production overhead
400`  E`  A`  KA`  6910PC`  300`  000`  Production overhead
400`  E`  A`  KA`  6910PP`  100`  000`  Material
400`  E`  A`  KA`  6910PP`  109`  000`  Material overhead
400`  E`  A`  KA`  6910PP`  200`  000`  Production
400`  E`  A`  KA`  6910PP`  209`  000`  Production overhead
400`  E`  A`  KA`  6910PP`  300`  000`  Costs of goods manufactured
400`  E`  A`  KA`  6910PP`  305`  000`  Admininistration ovh
400`  E`  A`  KA`  6910PP`  306`  000`  Sales overhead
400`  E`  A`  KA`  7K10PC`  100`  000`  Material
400`  E`  A`  KA`  7K10PC`  109`  000`  Material overhead
400`  E`  A`  KA`  7K10PC`  200`  000`  Production
400`  E`  A`  KA`  7K10PC`  209`  000`  Production overhead
400`  E`  A`  KA`  7K10PC`  300`  000`  Production overhead
400`  E`  A`  KA`  7K10PP`  100`  000`  Material
400`  E`  A`  KA`  7K10PP`  109`  000`  Material overhead
400`  E`  A`  KA`  7K10PP`  200`  000`  Production
400`  E`  A`  KA`  7K10PP`  209`  000`  Production overhead
400`  E`  A`  KA`  7K10PP`  300`  000`  Costs of goods manufactured
400`  E`  A`  KA`  7K10PP`  305`  000`  Admininistration ovh
400`  E`  A`  KA`  7K10PP`  306`  000`  Sales overhead
400`  E`  A`  KA`  A00000`  010`  000`  Material
400`  E`  A`  KA`  A00000`  020`  000`  Material OH
400`  E`  A`  KA`  A00000`  030`  000`  Material usage......
400`  E`  A`  KA`  A00000`  040`  000`  Wages
400`  E`  A`  KA`  A00000`  045`  000`  Salaries
400`  E`  A`  KA`  A00000`  050`  000`  Manufacturing OH
400`  E`  A`  KA`  A00000`  060`  000`  Manufacturing costs...
400`  E`  A`  KA`  A00000`  070`  000`  Cost of goods manufactured...
400`  E`  A`  KA`  A00000`  080`  000`  Administration OH
400`  E`  A`  KA`  A00000`  090`  000`  Sales OH
400`  E`  A`  KA`  A00000`  100`  000`  Cost of goods sold...
400`  E`  A`  KA`  A00001`  010`  000`  Material
400`  E`  A`  KA`  A00001`  020`  000`  Material OH/OH surcharge
400`  E`  A`  KA`  A00001`  030`  000`  Material usage......
400`  E`  A`  KA`  A00001`  040`  000`  Wages
400`  E`  A`  KA`  A00001`  045`  000`  Salaries
400`  E`  A`  KA`  A00001`  050`  000`  Manuf.OH/OH surcharge
400`  E`  A`  KA`  A00001`  060`  000`  Manufacturing costs...
400`  E`  A`  KA`  A00001`  070`  000`  Cost of goods manufactured...
400`  E`  A`  KA`  A00001`  080`  000`  Manuf.OH/OH surcharge
400`  E`  A`  KA`  A00001`  090`  000`  Sales OH/OH surcharge
400`  E`  A`  KA`  A00001`  100`  000`  Cost of goods sold...
400`  E`  A`  KA`  A00002`  010`  000`  Material
400`  E`  A`  KA`  A00002`  020`  000`  Material OH/plant
400`  E`  A`  KA`  A00002`  030`  000`  Material usage......
400`  E`  A`  KA`  A00002`  040`  000`  Wages
400`  E`  A`  KA`  A00002`  045`  000`  Salaries
400`  E`  A`  KA`  A00002`  050`  000`  Manuf.OH/plant
400`  E`  A`  KA`  A00002`  060`  000`  Manufacturing costs...
400`  E`  A`  KA`  A00002`  070`  000`  Cost of goods manufactured...
400`  E`  A`  KA`  A00002`  080`  000`  Admin.OH/plant
400`  E`  A`  KA`  A00002`  090`  000`  Sales OH/plant
400`  E`  A`  KA`  A00002`  100`  000`  Cost of goods sold...
400`  E`  A`  KA`  A00003`  010`  000`  Material
400`  E`  A`  KA`  A00003`  020`  000`  Material OH/CCode
400`  E`  A`  KA`  A00003`  030`  000`  Material usage......
400`  E`  A`  KA`  A00003`  040`  000`  Wages
400`  E`  A`  KA`  A00003`  045`  000`  Salaries
400`  E`  A`  KA`  A00003`  050`  000`  Manuf.OH/CCode
400`  E`  A`  KA`  A00003`  060`  000`  Manufacturing costs...
400`  E`  A`  KA`  A00003`  070`  000`  Cost of goods manufactured..
400`  E`  A`  KA`  A00003`  080`  000`  Admin.OH/CCode
400`  E`  A`  KA`  A00003`  090`  000`  Sales OH/CCode
400`  E`  A`  KA`  A00003`  100`  000`  Cost of goods sold...
400`  E`  A`  KA`  A00004`  010`  000`  Material
400`  E`  A`  KA`  A00004`  020`  000`  Material OH/BArea
400`  E`  A`  KA`  A00004`  030`  000`  Material usage......
400`  E`  A`  KA`  A00004`  040`  000`  Wages
400`  E`  A`  KA`  A00004`  045`  000`  Salaries
400`  E`  A`  KA`  A00004`  050`  000`  Manuf.OH/BArea
400`  E`  A`  KA`  A00004`  060`  000`  Manufacturing costs...
400`  E`  A`  KA`  A00004`  070`  000`  Cost of goods manufactured..
400`  E`  A`  KA`  A00004`  080`  000`  Admin.OH/BArea
400`  E`  A`  KA`  A00004`  090`  000`  Sales OH/BArea
400`  E`  A`  KA`  A00004`  100`  000`  Cost of goods sold...
400`  E`  A`  KA`  A00005`  010`  000`  Material
400`  E`  A`  KA`  A00005`  020`  000`  Material OH/OType
400`  E`  A`  KA`  A00005`  030`  000`  Material usage......
400`  E`  A`  KA`  A00005`  040`  000`  Wages
400`  E`  A`  KA`  A00005`  045`  000`  Salaries
400`  E`  A`  KA`  A00005`  050`  000`  Manuf.OH/OType
400`  E`  A`  KA`  A00005`  060`  000`  Manufacturing costs...
400`  E`  A`  KA`  A00005`  070`  000`  Cost of goods manufactured..
400`  E`  A`  KA`  A00005`  080`  000`  Admin.OH/OType
400`  E`  A`  KA`  A00005`  090`  000`  Sales OH/OType
400`  E`  A`  KA`  A00005`  100`  000`  Cost of goods sold...
400`  E`  A`  KA`  A00006`  010`  000`  Material
400`  E`  A`  KA`  A00006`  020`  000`  Material OH/OType
400`  E`  A`  KA`  A00006`  030`  000`  Material usage......
400`  E`  A`  KA`  A00006`  040`  000`  Wages
400`  E`  A`  KA`  A00006`  045`  000`  Salaries
400`  E`  A`  KA`  A00006`  050`  000`  Manuf.OH/OType
400`  E`  A`  KA`  A00006`  060`  000`  Manufacturing costs...
400`  E`  A`  KA`  A00006`  070`  000`  Cost of goods manufactured..
400`  E`  A`  KA`  A00006`  080`  000`  Admin.OH/OType
400`  E`  A`  KA`  A00006`  090`  000`  Sales OH/OType
400`  E`  A`  KA`  A00006`  100`  000`  Cost of goods sold...
400`  E`  A`  KA`  A00007`  010`  000`  Material
400`  E`  A`  KA`  A00007`  020`  000`  Material OH
400`  E`  A`  KA`  A00007`  030`  000`  Material Usage......
400`  E`  A`  KA`  A00007`  040`  000`  Wages
400`  E`  A`  KA`  A00007`  045`  000`  Salaries
400`  E`  A`  KA`  A00007`  050`  000`  Manufacturing OH
400`  E`  A`  KA`  A00007`  060`  000`  Manufacturing costs...
400`  E`  A`  KA`  A00007`  070`  000`  Cost of Goods Manufactured..
400`  E`  A`  KA`  A00007`  080`  000`  Administration OH
400`  E`  A`  KA`  A00007`  090`  000`  Sales OH
400`  E`  A`  KA`  A00007`  100`  000`  Cost of Goods Sold...
400`  E`  A`  KA`  PP-PC1`  010`  000`  Material
400`  E`  A`  KA`  PP-PC1`  020`  000`  Material OH
400`  E`  A`  KA`  PP-PC1`  030`  000`  Material usage
400`  E`  A`  KA`  PP-PC1`  040`  000`  Production
400`  E`  A`  KA`  PP-PC1`  050`  000`  Manufacturing OH
400`  E`  A`  KA`  PP-PC1`  060`  000`  Production Costs
400`  E`  A`  KA`  PP-PC1`  070`  000`  Cost of goods manufactured
400`  E`  A`  KA`  PP-PC2`  010`  000`  Material
400`  E`  A`  KA`  PP-PC2`  020`  000`  Material OH
400`  E`  A`  KA`  PP-PC2`  030`  000`  Material usage
400`  E`  A`  KA`  PP-PC2`  040`  000`  Production
400`  E`  A`  KA`  PP-PC2`  050`  000`  Manufacturing OH
400`  E`  A`  KA`  PP-PC2`  060`  000`  Production Costs
400`  E`  A`  KA`  PP-PC2`  070`  000`  Cost of goods manufactured
400`  E`  A`  KA`  PP-PC2`  080`  000`  Administration OH
400`  E`  A`  KA`  PP-PC2`  090`  000`  Sales OH
400`  E`  A`  KA`  PP-PC2`  100`  000`  Cost of goods sold
400`  E`  A`  KA`  PP-PC3`  010`  000`  Sales in plant generation
400`  E`  A`  KA`  PP-PC3`  020`  000`  Administration OH
400`  E`  A`  KA`  PP-PC3`  030`  000`  Sales OH
400`  E`  A`  KA`  PP-PC3`  040`  000`  Cost of goods sold
400`  E`  A`  M`  A10001`  100`  000`  Gross Value
400`  E`  A`  M`  A10001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A10001`  700`  000`  Net Value
400`  E`  A`  M`  A10001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A10001`  900`  000`  Total Value
400`  E`  A`  M`  A10001`  929`  000`  Border Crossing Value
400`  E`  A`  M`  A10001`  950`  000`  Effective Value
400`  E`  A`  M`  A10002`  399`  000`  Net Amount
400`  E`  A`  M`  A10002`  499`  000`  Gross Amount
400`  E`  A`  M`  A10002`  900`  000`  Effective Value
400`  E`  A`  M`  A10003`  399`  000`  Net Amount
400`  E`  A`  M`  A10003`  499`  000`  Gross Amount
400`  E`  A`  M`  A10003`  900`  000`  Effective Value
400`  E`  A`  M`  A10004`  399`  000`  Net Amount
400`  E`  A`  M`  A10004`  499`  000`  Gross Amount
400`  E`  A`  M`  A10004`  900`  000`  Effective Value
400`  E`  A`  M`  A10005`  499`  000`  Gross Amount
400`  E`  A`  M`  A10005`  900`  000`  Effective Value
400`  E`  A`  M`  A10006`  399`  000`  Net Amount
400`  E`  A`  M`  A10006`  499`  000`  Gross Amount
400`  E`  A`  M`  A10006`  900`  000`  Effective Value
400`  E`  A`  M`  A10007`  499`  000`  Gross Amount
400`  E`  A`  M`  A10007`  900`  000`  Effective Value
400`  E`  A`  M`  A11001`  100`  000`  Gross Value
400`  E`  A`  M`  A11001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A11001`  700`  000`  Net Value
400`  E`  A`  M`  A11001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A11001`  900`  000`  Total Value
400`  E`  A`  M`  A11001`  929`  000`  Border Crossing Value
400`  E`  A`  M`  A11001`  950`  000`  Effective Value
400`  E`  A`  M`  A11002`  399`  000`  Net Amount
400`  E`  A`  M`  A11002`  499`  000`  Gross Amount
400`  E`  A`  M`  A11002`  900`  000`  Effective Value
400`  E`  A`  M`  A11003`  399`  000`  Net Amount
400`  E`  A`  M`  A11003`  499`  000`  Gross Amount
400`  E`  A`  M`  A11003`  900`  000`  Effective Value
400`  E`  A`  M`  A11004`  399`  000`  Net Amount
400`  E`  A`  M`  A11004`  499`  000`  Gross Amount
400`  E`  A`  M`  A11004`  900`  000`  Effective Value
400`  E`  A`  M`  A11006`  399`  000`  Net Amount
400`  E`  A`  M`  A11006`  499`  000`  Gross Amount
400`  E`  A`  M`  A11006`  900`  000`  Effective Value
400`  E`  A`  M`  A12001`  100`  000`  Gross Value
400`  E`  A`  M`  A12001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A12001`  700`  000`  Net Value
400`  E`  A`  M`  A12001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A12001`  900`  000`  Total Value
400`  E`  A`  M`  A12001`  929`  000`  Border Crossing Value
400`  E`  A`  M`  A12001`  950`  000`  Effective Value
400`  E`  A`  M`  A12002`  399`  000`  Net Amount
400`  E`  A`  M`  A12002`  499`  000`  Gross Amount
400`  E`  A`  M`  A12002`  900`  000`  Effective Value
400`  E`  A`  M`  A12003`  399`  000`  Net Amount
400`  E`  A`  M`  A12003`  499`  000`  Gross Amount
400`  E`  A`  M`  A12003`  900`  000`  Effective Value
400`  E`  A`  M`  A12004`  399`  000`  Net Amount
400`  E`  A`  M`  A12004`  499`  000`  Gross Amount
400`  E`  A`  M`  A12004`  900`  000`  Effective Value
400`  E`  A`  M`  A12006`  399`  000`  Net Amount
400`  E`  A`  M`  A12006`  499`  000`  Gross Amount
400`  E`  A`  M`  A12006`  900`  000`  Effective Value
400`  E`  A`  M`  A13001`  100`  000`  Gross Value
400`  E`  A`  M`  A13001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A13001`  700`  000`  Net Value
400`  E`  A`  M`  A13001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A13001`  900`  000`  Total Value
400`  E`  A`  M`  A13001`  950`  000`  Effective Value
400`  E`  A`  M`  A13002`  399`  000`  Net Amount
400`  E`  A`  M`  A13002`  499`  000`  Gross Amount
400`  E`  A`  M`  A13002`  900`  000`  Effective Value
400`  E`  A`  M`  A13003`  399`  000`  Net Amount
400`  E`  A`  M`  A13003`  499`  000`  Gross Amount
400`  E`  A`  M`  A13003`  900`  000`  Effective Value
400`  E`  A`  M`  A13004`  399`  000`  Net Amount
400`  E`  A`  M`  A13004`  499`  000`  Gross Amount
400`  E`  A`  M`  A13004`  900`  000`  Effective Value
400`  E`  A`  M`  A13006`  399`  000`  Net Amount
400`  E`  A`  M`  A13006`  499`  000`  Gross Amount
400`  E`  A`  M`  A13006`  900`  000`  Effective Value
400`  E`  A`  M`  A15001`  100`  000`  Gross Amount
400`  E`  A`  M`  A15001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A15001`  700`  000`  Net Amount
400`  E`  A`  M`  A15001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A15001`  900`  000`  Total Amount
400`  E`  A`  M`  A15001`  950`  000`  Effective Value
400`  E`  A`  M`  A15002`  399`  000`  Net Amount
400`  E`  A`  M`  A15002`  499`  000`  Gross Amount
400`  E`  A`  M`  A15002`  900`  000`  Effective Value
400`  E`  A`  M`  A15003`  399`  000`  Net Amount
400`  E`  A`  M`  A15003`  499`  000`  Gross Amount
400`  E`  A`  M`  A15003`  900`  000`  Effective Value
400`  E`  A`  M`  A15004`  399`  000`  Net Amount
400`  E`  A`  M`  A15004`  499`  000`  Gross Amount
400`  E`  A`  M`  A15004`  900`  000`  Effective Value
400`  E`  A`  M`  A15006`  399`  000`  Net Amount
400`  E`  A`  M`  A15006`  499`  000`  Gross Amount
400`  E`  A`  M`  A15006`  900`  000`  Effective Value
400`  E`  A`  M`  A16001`  100`  000`  Gross Value
400`  E`  A`  M`  A16001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A16001`  700`  000`  Net Value
400`  E`  A`  M`  A16001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A16001`  900`  000`  Total Value
400`  E`  A`  M`  A16001`  929`  000`  Border Crossing Value
400`  E`  A`  M`  A16001`  950`  000`  Effective Value
400`  E`  A`  M`  A17001`  100`  000`  Gross Value
400`  E`  A`  M`  A17001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A17001`  700`  000`  Net Value
400`  E`  A`  M`  A17001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A17001`  900`  000`  Total Value
400`  E`  A`  M`  A17001`  950`  000`
400`  E`  A`  M`  A17002`  399`  000`  Net Amount
400`  E`  A`  M`  A17002`  499`  000`  Gross Amount
400`  E`  A`  M`  A17002`  900`  000`  Effective Value
400`  E`  A`  M`  A17003`  399`  000`  Net Amount
400`  E`  A`  M`  A17003`  499`  000`  Gross Amount
400`  E`  A`  M`  A17003`  900`  000`  Effective Value
400`  E`  A`  M`  A17004`  399`  000`  Net Amount
400`  E`  A`  M`  A17004`  499`  000`  Gross Amount
400`  E`  A`  M`  A17004`  900`  000`  Effective Value
400`  E`  A`  M`  A17006`  399`  000`  Net Amount
400`  E`  A`  M`  A17006`  499`  000`  Gross Amount
400`  E`  A`  M`  A17006`  900`  000`  Effective Value
400`  E`  A`  M`  A18001`  100`  000`  Gross Value
400`  E`  A`  M`  A18001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A18001`  700`  000`  Net Value
400`  E`  A`  M`  A18001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A18001`  900`  000`  Total Value
400`  E`  A`  M`  A18001`  929`  000`  Border Crossing Value
400`  E`  A`  M`  A18001`  950`  000`  Effective Value
400`  E`  A`  M`  A19001`  100`  000`  Gross Value
400`  E`  A`  M`  A19001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A19001`  700`  000`  Net Value
400`  E`  A`  M`  A19001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A19001`  900`  000`  Total Value
400`  E`  A`  M`  A19001`  929`  000`  Border Crossing Value
400`  E`  A`  M`  A19001`  950`  000`  Effective Value
400`  E`  A`  M`  A20001`  100`  000`  Gross Value
400`  E`  A`  M`  A20001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A20001`  700`  000`  Net Value
400`  E`  A`  M`  A20001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A20001`  900`  000`  Total Value
400`  E`  A`  M`  A20001`  929`  000`  Border crossing value
400`  E`  A`  M`  A20001`  950`  000`  Effective Value
400`  E`  A`  M`  A21001`  100`  000`  Gross Value
400`  E`  A`  M`  A21001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A21001`  700`  000`  Net Value
400`  E`  A`  M`  A21001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A21001`  900`  000`  Total Value
400`  E`  A`  M`  A21001`  929`  000`  Border Crossing Value
400`  E`  A`  M`  A21001`  950`  000`  Effective Value
400`  E`  A`  M`  A22001`  100`  000`  Gross Value
400`  E`  A`  M`  A22001`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  M`  A22001`  700`  000`  Net Value
400`  E`  A`  M`  A22001`  800`  000`  Net Value 2 (incl. freight)
400`  E`  A`  M`  A22001`  900`  000`  Total Value
